"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",2702405,51997,48096,23052,25044,13957,25568,7897,6853,13441,4346,NA,0.612,NA,NA,936,0,301,15,235,277,205,132,61,10,1,0,921,19,23,29,24.3,6.31,14,105,376,362,24,44,15,4,0,882,1,192,744,349,587,916,18,2,2,8,80,705,65,92,705,65,38,39,40,38.83,38.83,4,234,162,113,353,360,576,465,469,877,24,0,182,80,206,120,120,8,15,18,0,85,915,21,0,0,0,468,468,15,4,0,882,1,50,810,76,3000,3280,3602.5,3280.17,534.79,62,613,139,6,352,9.08,0.93,3,928,280,0,0,32,248,12,33,76,27,100,150,130,19,NA,10,7,3,5,NA,3,NA,NA,6,NA,3,NA,NA,NA,3,NA,3,3,NA,2,NA,1,NA,NA,50940,44000,69.637675768172,5.38492605342616,320.51282051282,22.3197678744141,22.3197678744141,10.6837606837607,7.47863247863248,3.2051282051282,16.025641025641
2015,"MUNICIPIO",2702504,11224,10880,5454,5426,3404,5563,1756,1635,2811,907,NA,0.532,NA,NA,127,0,113,2,37,31,27,17,9,4,0,0,125,19,23,29,24.51,7.05,3,23,65,24,7,4,6,1,0,115,0,16,111,58,69,118,7,0,3,0,21,91,5,24,91,5,37,39,40,38.12,38.12,0,17,13,11,80,126,1,58,69,119,3,1,31,4,20,8,23,1,1,7,1,20,126,0,1,0,0,70,57,6,1,0,116,0,13,107,7,2909,3278,3592.5,3182.17,616.93,8,87,14,0,125,8.99,0.39,2,123,61,0,0,5,56,1,10,24,7,14,39,22,3,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3829,NA,45.1796513696194,5.43478260869565,NA,NA,NA,7.8740157480315,7.8740157480315,NA,23.6220472440945
2015,"MUNICIPIO",2702553,18306,17251,8404,8847,4847,8566,3518,2394,4387,1890,NA,0.534,NA,NA,222,0,196,3,34,53,66,44,19,2,1,0,219,21,25,31,26.07,6.33,5,41,87,69,7,11,35,5,2,175,0,26,196,83,139,222,0,0,2,1,28,159,12,31,159,12,38,39,40,38.53,38.53,0,44,31,38,97,222,0,93,129,219,2,0,45,21,35,15,54,1,1,0,0,30,222,0,0,0,0,111,111,35,5,2,175,0,12,201,9,2980,3256.5,3520,3233.37,487.6,13,159,28,2,220,9.21,0.65,1,219,115,0,0,13,102,4,14,39,16,29,70,45,11,NA,4,1,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6313,NA,50.6040574424436,6.28209330274227,NA,NA,NA,18.018018018018,4.5045045045045,13.5135135135135,22.5225225225225
2015,"MUNICIPIO",2702603,22432,21321,10561,10760,6465,11164,3407,3168,5624,1818,NA,0.533,NA,NA,380,0,214,7,93,94,87,57,38,4,0,0,373,19,24,30,25.03,6.6,4,70,178,116,4,5,0,1,0,358,0,21,359,173,207,374,4,1,1,0,32,255,22,34,255,22,38,39,40,38.87,38.87,0,55,43,47,161,380,0,157,223,326,49,0,99,19,77,11,32,20,27,4,0,26,380,0,0,0,0,194,186,0,1,0,358,0,35,329,16,2900,3170,3486.25,3122.08,622.54,38,238,22,5,374,9.02,0.77,4,268,124,0,0,24,100,4,16,38,10,32,73,51,4,NA,4,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8066,NA,67.5675675675676,5.52781740370899,NA,NA,NA,10.5263157894737,7.89473684210526,2.63157894736842,13.1578947368421
2015,"MUNICIPIO",2702702,4746,4345,2131,2214,1327,2323,646,675,1173,344,NA,0.565,NA,NA,69,0,41,1,22,23,11,10,2,0,0,0,68,18,22,27,22.64,5.79,2,5,23,26,2,0,2,9,1,38,0,15,54,28,41,67,2,0,0,1,7,52,6,8,52,6,37,39,40,38.64,38.64,0,11,9,6,19,69,0,33,36,65,2,0,19,1,21,1,11,2,0,2,0,7,68,1,0,0,0,35,34,2,9,1,38,0,7,53,9,2845,3200,3570,3186.35,598.19,3,47,10,0,66,9.2,0.53,0,47,24,0,0,3,21,2,2,4,6,7,15,9,2,NA,3,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8235294117647,5.05689001264223,NA,NA,NA,43.4782608695652,28.9855072463768,14.4927536231884,NA
2015,"MUNICIPIO",2702801,12917,12325,6232,6093,4108,6243,1828,2026,3127,867,NA,0.527,NA,NA,202,0,174,4,73,65,28,20,10,2,0,0,198,18,21,26,22.41,6.09,3,27,85,77,2,3,9,0,0,187,1,82,120,83,119,200,2,0,1,3,19,155,11,23,155,11,38,39,40,38.82,38.82,0,38,20,28,102,174,28,107,95,191,5,0,51,15,53,9,33,0,5,2,0,19,197,1,1,3,0,103,99,9,0,0,187,1,15,170,17,3003.75,3275,3600,3271.6,568.74,10,150,24,1,190,9.18,0.8,3,199,81,0,0,15,66,2,13,20,9,22,47,33,4,NA,4,3,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6852,NA,64.5986568596098,6.27080591468607,NA,NA,NA,19.8019801980198,14.8514851485149,4.95049504950495,24.7524752475248
2015,"MUNICIPIO",2702900,40519,36600,18165,18435,11647,19120,5422,5763,9667,2792,NA,0.536,NA,NA,579,0,308,7,134,152,134,90,43,18,1,0,572,20,24,30,25.15,6.76,12,101,241,177,21,20,6,2,0,565,2,53,526,245,334,566,10,3,2,7,55,338,35,67,338,35,38,39,40,38.49,38.49,0,96,60,51,258,536,43,277,301,506,68,0,117,24,94,12,66,34,32,10,0,55,576,1,1,1,0,307,272,6,2,0,565,2,57,501,21,2847.5,3160,3445,3078.92,674.66,43,339,30,10,566,9.04,0.8,0,404,190,0,0,28,162,4,21,61,12,64,119,71,5,NA,7,5,2,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16387,NA,59.8944863970208,4.6891581727091,NA,NA,NA,12.0898100172712,8.63557858376511,3.45423143350604,13.8169257340242
2015,"MUNICIPIO",2703007,15803,15149,7573,7576,5136,7419,2357,2531,3705,1224,NA,0.518,NA,NA,262,0,217,6,87,57,51,36,17,8,0,0,256,18,23,29,24.03,7.07,23,55,107,66,5,5,19,1,0,241,0,110,152,33,229,258,4,0,2,3,40,171,9,45,171,9,37,39,40,38.22,38.22,1,76,23,31,110,195,67,166,94,253,3,0,16,1,123,1,36,1,2,4,0,41,262,0,0,0,0,138,124,19,1,0,241,0,18,221,23,2970,3292.5,3653.75,3268.21,615.23,11,169,40,2,253,9.12,0.58,2,260,104,0,0,14,90,5,18,26,7,34,59,45,4,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6244,NA,70.7152496626181,6.58102891855977,NA,NA,NA,11.4503816793893,11.4503816793893,NA,NA
2015,"MUNICIPIO",2703106,26041,25188,12270,12918,7269,12822,4677,3568,6657,2452,NA,0.564,NA,NA,345,0,273,1,69,92,80,66,31,4,2,0,344,20,25,31,25.73,6.51,13,56,139,105,15,14,32,3,0,300,2,35,310,134,211,340,4,1,2,8,33,247,15,44,247,15,38,39,40,38.34,38.34,1,59,46,46,156,344,1,151,193,329,10,0,72,26,66,24,61,5,4,4,0,42,344,0,1,0,0,171,174,32,3,0,300,2,18,305,22,2965,3275,3580,3254.82,577.2,17,235,40,5,338,9.12,0.75,1,306,184,0,0,22,162,9,20,53,15,65,105,79,8,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13758,NA,51.8251464623704,7.06578088399063,289.855072463768,15.0217815832958,NA,2.89855072463768,2.89855072463768,NA,8.69565217391304
2015,"MUNICIPIO",2703205,24575,23292,11747,11545,6723,12497,3637,3307,6126,1871,NA,0.568,NA,NA,396,0,60,2,82,109,103,72,20,8,0,0,394,20,25,30,25.24,6.31,17,47,151,156,7,13,9,1,0,126,0,36,360,148,248,392,2,0,1,4,44,292,29,49,292,29,38,39,40,38.77,38.77,0,17,5,8,27,394,2,182,213,387,6,0,119,3,123,5,63,1,5,2,0,47,394,0,2,0,0,212,184,9,1,0,126,0,26,352,18,2995,3270,3603.75,3270.41,498.84,24,283,47,3,364,9.57,0.87,0,70,148,0,0,14,134,2,14,49,9,60,87,61,4,NA,7,5,2,1,NA,1,NA,NA,5,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,6528,NA,64.6425073457395,6.02238046795524,252.525252525253,16.3238654913484,16.3238654913484,17.6767676767677,12.6262626262626,5.05050505050505,20.2020202020202
2015,"MUNICIPIO",2703304,18621,17898,8811,9087,6389,8557,2709,3113,4411,1430,NA,0.484,NA,NA,302,0,209,2,79,81,61,43,26,8,1,1,299,19,24,30,25,7.22,17,76,126,67,8,7,15,3,0,277,1,43,259,100,202,292,7,1,2,10,33,228,24,46,228,24,37.25,39,40,38.47,38.47,1,85,28,16,169,239,63,177,122,293,6,0,64,15,101,26,34,2,3,7,0,42,239,63,0,0,0,148,154,15,3,0,277,1,29,260,13,2900,3208,3517.5,3173.79,590.96,27,212,39,3,215,8.91,0.74,1,280,118,0,0,16,102,9,9,45,11,28,57,61,4,NA,2,2,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8346,NA,68.4652006347767,6.33693142151335,NA,NA,NA,6.62251655629139,6.62251655629139,NA,23.1788079470199
2015,"MUNICIPIO",2703403,5429,5413,2671,2742,1746,2791,792,875,1413,403,NA,0.583,NA,NA,108,0,81,1,29,33,15,19,9,2,0,0,107,19,23,30,24.47,6.81,2,29,31,31,5,4,5,0,0,103,0,37,71,49,59,106,2,0,1,0,8,87,3,9,87,3,38,39,40,38.56,38.56,0,21,5,10,63,108,0,64,44,102,5,0,29,7,36,8,5,2,2,2,0,9,108,0,0,0,0,61,47,5,0,0,103,0,10,91,7,2921.25,3277.5,3630,3181.89,734.14,7,71,17,2,105,9.36,0.8,0,94,29,0,0,5,24,1,6,8,NA,9,15,14,2,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3622,NA,76.4331210191083,5.34168355129858,NA,NA,NA,18.5185185185185,9.25925925925926,9.25925925925926,NA
2015,"MUNICIPIO",2703502,7162,6997,3587,3410,2357,3623,929,1163,1763,447,NA,0.548,NA,NA,51,0,50,2,15,19,8,6,1,0,0,0,49,17.5,21,25.5,22.2,5.74,4,7,19,18,1,1,7,2,0,41,0,10,41,14,37,51,0,0,0,0,6,41,4,6,41,4,38,39,40,38.96,38.96,1,17,3,5,22,51,0,41,10,50,1,0,12,1,24,3,5,0,1,0,0,5,51,0,0,0,0,25,26,7,2,0,41,0,3,45,3,3045,3240,3600.5,3299.65,532.01,3,37,7,0,51,9.39,0.6,0,51,36,0,0,6,30,2,3,13,NA,12,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4384,926,28.9279636982416,5.02652890254119,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2703601,8350,7754,3874,3880,2604,4035,1027,1316,2011,501,NA,0.57,NA,NA,125,0,110,3,41,40,27,8,6,0,0,0,122,18,22,26,22.54,5.57,1,21,52,45,2,1,7,1,0,115,0,43,82,45,80,122,3,0,1,0,14,97,4,15,97,4,38,39,40,38.74,38.74,0,30,21,9,53,125,0,78,47,122,1,1,28,9,37,4,19,0,0,3,1,15,125,0,0,0,0,66,59,7,1,0,115,0,6,114,5,2950,3300,3640,3237.08,595.95,3,96,13,1,123,9.27,0.73,1,123,46,0,0,7,39,2,6,13,4,14,28,18,4,NA,3,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3484,NA,62.1581302834411,5.50898203592814,NA,NA,NA,24,16,8,32
2015,"MUNICIPIO",2703700,5695,5558,2805,2753,1677,3037,779,828,1509,383,NA,0.552,NA,NA,94,0,60,3,20,26,18,20,5,1,1,0,91,20,24,31,25.26,6.79,3,19,42,23,4,1,3,0,0,90,0,18,76,28,66,90,3,0,0,2,4,68,3,6,68,3,38,39,40,38.64,38.64,0,23,11,10,36,94,0,52,42,88,3,0,17,4,25,5,16,1,2,3,0,5,94,0,0,0,0,44,50,3,0,0,90,0,11,75,8,2936.25,3215,3513.75,3142.46,709.94,3,62,8,2,92,9.13,0.75,0,74,22,0,0,3,19,2,2,5,1,9,13,9,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3356,NA,62.2929092113983,3.8630377524144,NA,NA,NA,10.6382978723404,10.6382978723404,NA,NA
2015,"MUNICIPIO",2703759,11869,12029,6128,5901,3872,6471,1574,1871,3182,785,NA,0.556,NA,NA,155,0,128,3,41,54,34,18,5,0,0,0,152,19,23,26.5,23.28,5.44,2,16,43,58,8,9,12,8,0,127,0,35,120,67,88,153,2,0,1,0,19,118,11,20,118,11,38,39,41,39.09,39.09,0,26,16,15,94,155,0,87,68,150,2,0,44,8,41,5,26,2,0,2,0,20,154,0,0,1,0,82,73,12,8,0,127,0,12,131,12,2985,3300,3660,3289.63,567.35,10,113,21,0,144,9.17,0.61,1,154,47,0,0,10,37,1,4,17,4,11,29,18,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7115021998743,3.95989552616059,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2703809,24061,22575,11520,11055,8047,11249,3030,3953,5548,1425,NA,0.531,NA,NA,392,0,238,4,121,114,77,47,22,7,0,0,388,18,22,28,23.48,6.43,16,72,121,91,14,8,30,6,0,266,12,143,249,100,292,377,10,1,2,2,30,297,16,35,297,16,38,39,40,38.67,38.67,3,97,44,44,147,220,172,269,118,365,8,0,59,13,137,18,66,5,3,10,0,28,390,0,2,0,0,214,177,30,6,0,266,12,20,329,43,2958.75,3315,3696.25,3306.94,593.26,21,249,58,8,363,9.35,0.99,2,368,119,0,0,23,96,6,10,26,12,42,78,41,6,NA,5,4,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14012,NA,70.6560922855083,4.94576285274926,NA,NA,NA,12.7551020408163,10.2040816326531,2.55102040816327,NA
2015,"MUNICIPIO",2703908,4269,4202,2126,2076,1285,2204,651,658,1082,303,NA,0.562,NA,NA,47,0,41,3,14,12,12,4,2,0,0,0,44,18,22,28,22.72,5.83,1,9,15,17,0,2,3,1,0,42,0,22,25,20,27,45,2,0,0,2,3,39,1,5,39,1,37,39,40,38.4,38.4,0,9,2,3,30,47,0,30,17,46,0,0,14,2,11,2,9,0,0,2,0,5,47,0,0,0,0,28,19,3,1,0,42,0,2,40,5,3000,3430,3760,3414.83,573.85,1,28,13,0,45,9.29,0.66,1,46,30,0,0,7,23,1,3,9,6,4,21,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801,NA,43.4380776340111,7.02740688685875,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2704005,25084,23836,11743,12093,7027,12726,3754,3480,6450,1969,NA,0.575,NA,NA,371,0,215,3,98,100,73,63,26,8,0,0,368,19,24,30,24.83,6.59,3,54,145,114,13,18,9,0,0,317,0,78,293,169,202,365,4,0,2,5,29,240,22,36,240,22,38,39,40,38.6,38.6,2,50,23,33,181,301,70,187,181,316,27,0,101,13,85,8,35,9,15,4,0,31,367,0,1,3,0,193,178,12,0,0,335,0,36,311,24,2930,3275,3555,3187.46,671.64,26,219,37,6,358,9.14,0.88,2,273,130,0,0,23,107,11,5,34,15,42,73,57,6,NA,8,7,1,1,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7888,NA,57.5193798449612,5.18258650932866,NA,NA,NA,21.5633423180593,18.8679245283019,2.69541778975741,24.2587601078167
2015,"MUNICIPIO",2704104,18343,18250,8971,9279,5464,9480,3062,2688,4833,1625,NA,0.552,NA,NA,354,0,197,2,85,103,89,48,26,1,0,0,352,20,24,29,24.47,6.04,8,51,148,130,7,5,1,0,0,348,0,22,332,153,201,346,6,0,2,6,33,236,16,41,236,16,38,39,40,38.43,38.43,0,71,42,37,141,333,21,162,192,312,36,0,75,15,72,9,44,20,14,6,0,37,332,22,0,0,0,179,175,1,0,0,348,0,34,299,21,2905,3230,3523.75,3149.88,688.4,29,214,38,2,348,9.12,0.54,0,242,107,0,0,16,91,7,13,34,10,27,61,46,3,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13187,NA,73.2464307883302,5.83328790274219,NA,NA,NA,5.64971751412429,2.82485875706215,2.82485875706215,8.47457627118644
2015,"MUNICIPIO",2704203,28621,26992,13424,13568,7884,14499,4297,3868,7298,2222,NA,0.58,NA,NA,361,0,202,9,81,92,78,66,27,8,0,0,352,20,24,30,25.2,6.75,9,66,159,99,10,11,1,0,0,354,0,32,329,148,213,352,9,0,0,5,31,221,17,36,221,17,38,39,40,38.66,38.66,0,62,46,37,146,359,2,168,191,317,40,0,71,12,76,7,37,20,18,9,0,25,359,0,2,0,0,194,167,1,0,0,354,0,29,304,27,2941.25,3275.5,3571.25,3184.52,727.83,27,193,38,6,353,9.02,0.88,1,267,135,0,0,23,112,10,11,30,13,48,85,50,9,NA,1,1,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6495,NA,49.4656070156207,4.71681632367842,NA,NA,NA,2.77008310249307,2.77008310249307,NA,13.8504155124654
2015,"MUNICIPIO",2704302,1013773,932748,436492,496256,233045,537497,151841,114818,287522,86878,NA,0.721,NA,NA,15558,0,14084,184,3366,3950,3545,2837,1373,293,8,2,15372,20,25,30,25.44,6.7,116,966,4794,6320,1015,2264,1905,136,19,13300,7,5146,10412,6842,8716,15273,270,8,68,138,1367,12802,500,1581,12802,500,38,39,40,38.61,38.61,94,3935,1842,2008,6758,77,15481,6056,9487,14789,382,14,3680,1958,2573,999,3629,177,154,270,14,1343,15533,13,8,4,0,7954,7599,1905,136,19,13300,7,1286,13371,901,2925,3240,3550,3203.84,566.37,957,11885,1610,102,14958,9.18,0.71,121,15385,6207,0,0,871,5336,349,851,1739,695,1702,3349,2852,391,NA,173,135,38,54,3,29,2,NA,111,1,10,3,NA,1,6,NA,10,10,NA,1,5,NA,NA,NA,979479,354519,54.1106419682668,6.12267243258599,64.2756138321121,3.47799472735999,3.47799472735999,11.1196811929554,8.67720786733513,2.44247332562026,14.5905643398894
2015,"MUNICIPIO",2704401,20047,18897,9268,9629,5657,9733,3203,2811,4963,1682,NA,0.566,NA,NA,272,0,141,9,73,65,64,40,15,5,0,1,262,19,23,29,24.28,6.78,7,65,106,80,2,7,5,1,0,264,0,69,203,106,166,266,5,0,0,2,30,179,15,32,179,15,38,39,40,38.79,38.79,0,53,24,32,138,220,52,151,121,252,16,0,53,13,71,8,28,5,11,5,0,31,272,0,0,0,0,127,145,5,1,0,264,0,22,236,14,3018.75,3305,3586.25,3214.46,646.77,20,171,26,5,217,9.03,0.69,2,226,128,0,0,20,108,1,20,53,10,24,80,48,4,NA,3,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9790,NA,54.8055611525287,6.38499526113633,NA,NA,NA,11.0294117647059,7.35294117647059,3.67647058823529,NA
2015,"MUNICIPIO",2704500,32171,28749,14516,14233,9489,15462,3571,4612,7798,1708,NA,0.577,NA,NA,508,0,426,8,156,151,111,54,26,2,0,0,500,19,22,27,23.25,5.95,15,82,234,147,12,11,40,13,0,435,0,196,312,169,339,503,2,0,0,4,41,403,23,45,403,23,38,39,40,38.86,38.86,3,176,91,65,111,296,212,349,156,491,5,0,109,26,192,24,66,2,3,2,0,41,507,1,0,0,0,266,242,40,13,0,435,0,37,427,44,2950,3300,3652.5,3286.31,578.68,24,372,66,2,501,9.49,0.66,4,502,130,0,0,27,103,5,12,38,10,38,81,49,10,NA,1,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15792,7564,65.1449089510131,4.04090640639085,NA,NA,NA,1.96850393700787,NA,1.96850393700787,5.90551181102362
2015,"MUNICIPIO",2704609,9770,10284,5197,5087,3310,5218,1597,1597,2590,828,NA,0.574,NA,NA,163,0,155,3,39,50,35,18,10,7,1,0,160,19,24,28,24.75,6.92,1,34,65,52,4,5,4,2,0,156,0,13,150,57,106,163,0,0,0,0,18,134,9,18,134,9,38,39,40,38.81,38.81,1,23,11,21,104,161,2,75,87,159,2,0,39,12,40,17,34,0,2,0,0,17,161,0,2,0,0,91,72,4,2,0,157,0,7,150,6,3002,3234,3522,3238.09,410.35,11,126,19,0,160,8.98,0.35,1,158,70,0,0,10,60,3,5,29,15,8,41,29,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5690,NA,62.9343629343629,7.16479017400205,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2704708,51132,45977,22709,23268,13641,25289,6613,6594,13035,3370,NA,0.569,NA,NA,854,0,809,19,245,268,170,95,45,12,0,0,835,19,22,28,23.51,6.24,14,66,359,336,28,50,52,4,0,794,0,396,458,376,478,835,18,1,7,7,83,691,40,98,691,40,38,39,40,38.67,38.67,2,195,68,132,424,843,11,381,473,828,18,2,233,74,196,38,168,8,8,17,2,83,850,0,2,2,0,440,413,52,4,0,794,0,68,741,45,2920,3227.5,3525,3195.22,549.56,59,650,87,8,831,9.15,0.8,12,836,296,0,0,43,253,17,38,79,28,91,170,126,15,NA,9,9,NA,4,NA,1,NA,NA,6,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,50792,13884,65.5159186804756,5.78893843385747,117.096018735363,7.67165324127349,7.67165324127349,10.5386416861827,10.5386416861827,NA,15.2224824355972
2015,"MUNICIPIO",2704807,13665,13619,6537,7082,3786,7102,2497,1918,3649,1380,NA,0.642,NA,NA,212,0,129,3,55,53,54,29,14,4,0,0,209,19,24,29,24.51,6.49,5,27,78,82,7,12,14,3,0,187,2,33,179,94,118,203,8,0,3,1,15,133,4,19,133,4,38,38.5,40,38.2,38.2,0,44,24,30,83,212,0,86,126,200,9,0,39,22,34,6,27,3,4,8,0,14,212,0,0,0,0,120,92,14,3,0,187,2,15,187,10,2928.75,3257.5,3563.75,3217.79,616.12,9,114,23,0,209,9.14,0.44,0,183,116,0,0,22,94,2,11,37,9,35,72,44,2,NA,2,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8610,NA,58.0981090709784,8.48884010245152,NA,NA,NA,9.43396226415094,4.71698113207547,4.71698113207547,NA
2015,"MUNICIPIO",2704906,3622,3652,1821,1831,1041,1841,707,479,937,384,NA,0.597,NA,NA,32,0,31,0,5,8,5,10,2,2,0,0,32,22,28.5,31.25,27.47,7.12,1,3,15,9,3,1,5,1,0,26,0,4,28,12,20,32,0,0,0,0,4,27,1,4,27,1,38,39,39.25,38.56,38.56,0,4,8,4,13,32,0,16,16,32,0,0,10,2,9,1,6,0,0,0,0,4,32,0,0,0,0,14,18,5,1,0,26,0,3,29,0,3057.5,3347.5,3601.25,3252.25,445.94,2,28,2,0,31,9.48,0.51,0,32,17,0,0,3,14,NA,2,8,2,2,8,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,NA,34.1515474919957,4.69353948094975,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2705002,25590,24698,12332,12366,8536,11878,3863,4162,5944,2019,NA,0.504,NA,NA,341,0,282,3,96,86,78,49,24,5,0,0,338,19,23,29,24.49,6.53,7,68,151,95,4,12,16,7,1,311,0,37,304,138,203,335,6,1,4,6,25,286,9,36,286,9,38,39,40,38.5,38.5,0,90,28,37,175,307,34,144,197,335,4,0,88,24,103,23,49,3,1,6,0,34,339,2,0,0,0,168,173,16,7,1,311,0,26,298,17,2916,3208,3544,3205.04,513.16,26,249,46,1,292,9.06,0.5,3,334,96,0,0,13,83,3,11,37,8,24,57,39,3,NA,3,3,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9833,NA,57.3687752355316,3.75146541617819,NA,NA,NA,8.79765395894428,8.79765395894428,NA,11.7302052785924
